locations
"['Monk’s Café', 'The Improv', 'Jerry’s Apartment', 'Queens', 'Queens', 'Kramer’s Apartment', 'FLORIDA', 'CALIFORNIA', '75 W. 68th St']"
"['Monk’s Café', 'The Improv', 'Jerry’s Apartment', '75 W. 68th St', 'Kramer’s Apartment', '1125 Park Ave', 'The Chicken Roaster']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'NEW YORK', 'NEW YORK', 'NEW YORK', 'Queens', 'NEW YORK', 'NEW YORK', 'NEW YORK', 'SPAIN', 'NEW YORK']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Pendant Publishing', 'NEW YORK', '24 Fifth Ave', 'NEW YORK']"
"['Monk’s Café', 'The Improv', 'Jerry’s Apartment', '30 Rockefeller Pl', 'ITALY', 'Central Park', 'Queens', 'PENNSYLVANIA']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'GERMANY', '30 Rockefeller Pl', 'CALIFORNIA', 'MARYLAND', 'Kramer’s Apartment']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Costanza House', '4 Pennsylvania Pl', 'ILLINOIS', '24 E. 13th St', 'George’s Apartment', 'Elaine’s Apartment', 'Kramer’s Apartment']"
"['Monk’s Café', 'The Improv', 'Jerry’s Apartment', 'MISSOURI', 'MISSOURI', 'MISSOURI', 'Queens', 'HAWAII', 'Queens', 'Long Island', 'ITALY', 'CALIFORNIA']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'George’s Apartment', 'Kramer’s Apartment', 'Elaine’s Apartment', 'Pendant Publishing']"
"['Jerry’s Apartment', 'Monk’s Café', 'The Improv', '2310 Broadway', 'The Butter Shave', 'Brooklyn', 'Brooklyn', 'ITALY', 'BELARUS']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'FLORIDA', 'Liberty Island']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', '5 W. 63rd St', '1125 Park Ave', 'The Chicken Roaster', '350 Fifth Ave']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'GERMANY', 'Bronx', 'Pines Of Mar Gables', '1000 Tenth Ave', 'Costanza House']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'FLORIDA', 'SOUTH AMERICA']"
"['Monk’s Café', 'The Improv', 'Jerry’s Apartment', 'RUSSIA', '24 E. 13th St', 'CALIFORNIA', 'MICHIGAN', 'CALIFORNIA', 'Queens', 'MICHIGAN']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'NEW YORK', 'Brooklyn', 'Kramer’s Apartment', '1000 Tenth Ave', 'PENNSYLVANIA', 'George’s Apartment']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'ITALY', 'BELARUS']"
"['Monk’s Café', 'The Improv', 'Jerry’s Apartment', 'Long Island', 'Costanza House', 'Long Island', 'Long Island', 'ILLINOIS']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', '30 Rockefeller Pl', 'Central Park', 'Monk’s Café', 'NEW JERSEY', 'PENNSYLVANIA', 'Pines Of Mar Gables', 'Long Island', 'NEW YORK', 'Newman’s Apartment', 'Pendant Publishing']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', '30 Rockefeller Pl', 'Central Park', 'Monk’s Café', 'NEW JERSEY', 'PENNSYLVANIA', 'Pines Of Mar Gables', 'Long Island', 'NEW YORK', 'Newman’s Apartment', 'Pendant Publishing']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Pendant Publishing', '75 W. 68th St', '182 Columbus Ave', 'Elaine’s Apartment', 'Queens']"
"['Monk’s Café', 'The Improv', 'Jerry’s Apartment', 'Kramer’s Apartment', 'Costanza House', '182 Columbus Ave', 'NEW JERSEY', '30 Rockefeller Pl', 'Central Park']"
"['Monk’s Café', 'The Improv', 'Jerry’s Apartment', '1000 Tenth Ave', 'NEW YORK', 'NEW YORK', 'NEW YORK', '24 E. 13th St']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Costanza House', 'Elaine’s Apartment', 'SOUTH AMERICA', 'Pendant Publishing']"
"['Monk’s Café', 'The Improv', 'Jerry’s Apartment', '1000 Tenth Ave']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Queens', 'France', 'Pendant Publishing', '323 Fifth Ave', '4 Pennsylvania Pl']"
"['Monk’s Café', 'The Improv', 'Jerry’s Apartment', 'Queens', 'Costanza House', 'Pendant Publishing']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Queens']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Pendant Publishing', '75 W. 68th St', '323 Fifth Ave', 'Elaine’s Apartment', 'NEW JERSEY', 'SWEDEN']"
"['Monk’s Café', 'The Improv', 'Jerry’s Apartment', 'Costanza House', 'Queens', 'Queens', 'Elaine’s Apartment', '4 Pennsylvania Pl', 'Pendant Publishing', 'Pendant Publishing']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', '75 W. 68th St', 'Newman’s Apartment', 'Brooklyn', 'Elaine’s Apartment', 'Costanza House', 'Brooklyn', 'Elaine’s Apartment', 'Kramer’s Apartment', 'Central Park']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'CALIFORNIA', 'Elaine’s Apartment', '5 W. 63rd St']"
"['Monk’s Café', 'The Improv', 'Jerry’s Apartment', '237 W. 72nd St']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Queens', 'Queens', 'Queens', 'Costanza House', 'RUSSIA', 'Kramer’s Apartment', 'MASSACHUSETTS']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'EUROPE', 'Pendant Publishing', '182 Columbus Ave', 'ILLINOIS']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', '1000 Tenth Ave', 'Elaine’s Apartment']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', '24 E. 13th St', 'Central Park', 'Pines Of Mar Gables']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'FRANCE', 'FLORIDA', 'Costanza House', 'Elaine’s Apartment', 'FRANCE', 'Pines Of Mar Gables', 'Pendant Publishing', 'Central Park', '1987 Broadway', 'Queens']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Pendant Publishing', 'Costanza House', 'FLORIDA']"
"['Jerry’s Apartment', 'Monk’s Café', 'The Improv', 'Long Island', 'Long Island', 'Long Island', 'FLORIDA', 'Long Island', 'Long Island', 'Long Island']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'CALIFORNIA', 'Pendant Publishing', '1987 Broadway', 'Yankee Stadium', 'Elaine’s Apartment', 'CANADA', 'Costanza House', 'George’s Apartment']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Yankee Stadium', 'CONNECTICUT', 'Rhode Island', 'Rhode Island', 'NEW JERSEY', 'Rhode Island', 'TEXAS', 'Rhode Island', '1535 Broadway', 'Rhode Island', '640 West End Ave', 'NEW JERSEY']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Newman’s Apartment', 'Bronx', 'CALIFORNIA', 'NEW JERSEY', 'California', 'NEW JERSEY']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', '640 West End Ave', 'Yankee Stadium', 'CALIFORNIA']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'CHINA', 'China', 'Elaine’s Apartment', 'Queens', 'Queens', 'Brooklyn', 'Costanza House', 'Long Island', 'Queens', 'Kramer’s Apartment']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'ITALY', 'George’s Apartment', '525 E. 68th St', 'CANADA', 'Elaine’s Apartment']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', '640 West End Ave', 'Pendant Publishing', 'Kramer’s Apartment', '4 Pennsylvania Pl']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'UNITED KINGDOM', 'Kramer’s Apartment', 'Central Park', 'NEW YORK', 'Monk’s Café', '1000 Third Ave', 'Monk’s Café']"
"['Monk’s Café', 'The Improv', 'Jerry’s Apartment', '640 West End Ave', '350 Fifth Ave', 'NEW JERSEY', 'TEXAS', 'Yankee Stadium', 'NEW JERSEY']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Pines Of Mar Gables', 'Yankee Stadium', 'CALIFORNIA', 'TEXAS', '2310 Broadway', 'OHIO']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', '350 Fifth Ave', 'Elaine’s Apartment', 'CHINA', 'Cuba', 'CUBA', 'China', 'Yankee Stadium', 'Cuba', 'Bronx', 'Monk’s Café', 'Cuba', 'HAWAII', 'CUBA']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'MARYLAND', 'Newman’s Apartment']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'FLORIDA', 'CANADA', 'SWITZERLAND', 'AFRICA', 'FLORIDA', 'SOUTH AMERICA', 'EUROPE']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Elaine’s Apartment', 'Monk’s Café', 'FLORIDA', '1535 Broadway']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'NEVADA']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'SPAIN', 'Pines Of Mar Gables', 'NEW YORK', 'Kramer’s Apartment']"
"['George’s Apartment', 'The Improv', 'Jerry’s Apartment', 'Monk’s Café', '640 West End Ave', 'GERMANY', 'George’s Apartment', 'Greenwich Village', 'UNITED KINGDOM']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', '24 E. 13th St', 'Yankee Stadium', '1535 Broadway']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', '1120 Sixth Ave.', 'Pines Of Mar Gables', 'Elaine’s Apartment', 'Newman’s Apartment']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Elaine’s Apartment', 'George’s Apartment', '525 E. 68th St', 'Costanza House']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'NEW YORK', '640 West End Ave', 'Yankee Stadium', 'CALIFORNIA', 'TEXAS', 'MICHIGAN', 'WASHINGTON', 'Long Island', 'Long Island', 'Queens', 'PENNSYLVANIA', 'MASSACHUSETTS', 'OHIO', 'ARIZONA', 'MISSOURI', 'WASHINGTON', 'MEXICO', 'NEW YORK', 'NEW YORK', 'Newman’s Apartment', 'MARYLAND', 'PENNSYLVANIA', 'NEW YORK', 'NEW YORK']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'ITALY', 'Elaine’s Apartment', 'NEW JERSEY', '4 Pennsylvania Pl']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Central Park', 'The Improv', 'SOUTH KOREA', '525 E. 68th St', 'ITALY', 'ITALY', 'BELARUS', 'BELARUS']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'George’s Apartment', 'Elaine’s Apartment', 'Newman’s Apartment', 'CALIFORNIA', 'Costanza House', '1987 Broadway', 'NEW YORK', 'MARYLAND', 'Central Park', 'Brooklyn', 'HAWAII', 'Kramer’s Apartment']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Elaine’s Apartment', 'Yankee Stadium', 'George’s Apartment', '1987 Broadway']"
"['Tuscany', 'The Improv', 'Jerry’s Apartment', 'Tuscany', 'Monk’s Café', 'Tuscany', '1120 Sixth Ave.', 'ITALY', 'FRANCE', 'Tuscany', 'Tuscany', 'Elaine’s Apartment']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Elaine’s Apartment', 'Yankee Stadium', 'Kramer’s Apartment', '1000 Tenth Ave', 'EUROPE']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'NORWAY', 'Pendant Publishing', 'SPAIN', 'Yankee Stadium', 'Kramer’s Apartment', 'OHIO', 'TEXAS', 'SWEDEN', 'J. Peterman', 'China', 'Elaine’s Apartment', 'SWITZERLAND', 'CANADA', 'NEW JERSEY']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', '2310 Broadway', 'Elaine’s Apartment', 'EUROPE']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'George’s Apartment', 'TEXAS', 'Yankee Stadium', '323 Fifth Ave', 'CHINA', 'SPAIN', 'Elaine’s Apartment', 'Brooklyn', 'Brooklyn']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', '2310 Broadway', 'George’s Apartment', 'Elaine’s Apartment', 'Kramer’s Apartment', 'CALIFORNIA', 'Queens', 'NEW YORK', 'Monk’s Café', 'UNITED KINGDOM', 'France', 'FRANCE']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', '75 W. 68th St', 'Kramer’s Apartment', 'Elaine’s Apartment', 'George’s Apartment']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'CHINA', 'Costanza House', 'Central Park']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Queens', 'RUSSIA', 'Costanza House', '237 W. 72nd St', 'FLORIDA', '24 Fifth Ave', 'Central Park', 'Kramer’s Apartment']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Yankee Stadium', 'MARYLAND', 'J. Peterman', 'NEW YORK', 'Yankee Stadium', 'Bronx', '1120 Sixth Ave.', 'Costanza House', 'NEW JERSEY']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', '182 Columbus Ave', 'Elaine’s Apartment', 'Newman’s Apartment', '1000 Tenth Ave']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Kramer’s Apartment', 'FLORIDA', 'George’s Apartment', 'Elaine’s Apartment', 'Pines Of Mar Gables', 'UNITED KINGDOM', 'France', 'FRANCE', 'FLORIDA', 'PENNSYLVANIA', 'Central Park', 'FLORIDA']"
"['Florida', 'The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'AFRICA', 'Kramer’s Apartment', 'Del Boca Vista', 'Pines Of Mar Gables', 'Newman’s Apartment', 'J. Peterman', 'CHINA', 'Costanza House', 'Del Boca Vista', 'CHINA', '30 Rockefeller Pl']"
"['Florida', 'The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'AFRICA', 'Kramer’s Apartment', 'Del Boca Vista', 'Pines Of Mar Gables', 'Newman’s Apartment', 'J. Peterman', 'CHINA', 'Costanza House', 'Del Boca Vista', 'CHINA', '30 Rockefeller Pl']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Tuscany', 'TENNESSEE', 'TENNESSEE', 'FLORIDA', 'Costanza House', 'ITALY', 'TENNESSEE', 'NEW JERSEY', 'George’s Apartment', 'Queens']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Kramer’s Apartment', 'Long Island', 'ITALY', 'J. Peterman', 'CALIFORNIA', 'George’s Apartment', '1120 Sixth Ave.', 'ITALY']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'George’s Apartment', 'Kramer’s Apartment', 'ITALY', 'UNITED KINGDOM', 'Newman’s Apartment', 'Elaine’s Apartment', '2310 Broadway']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Yankee Stadium', '2310 Broadway', 'CANADA', 'JAPAN', 'Elaine’s Apartment', 'Cuba', 'CUBA', 'NETHERLANDS', 'Newman’s Apartment', 'Kramer’s Apartment', 'Bronx']"
"['Michigan', 'The Improv', 'Jerry’s Apartment', 'Michigan', 'Monk’s Café', 'Yankee Stadium', 'J. Peterman', 'Queens', 'VERMONT', 'CONNECTICUT', 'MASSACHUSETTS', 'NEW YORK', 'MICHIGAN', 'MARYLAND', 'CUBA', 'Elaine’s Apartment', 'Newman’s Apartment', 'Michigan', 'Kramer’s Apartment', 'Michigan', 'MICHIGAN', 'OHIO', 'OHIO', 'Michigan', 'TENNESSEE', '525 E. 68th St']"
"['Michigan', 'The Improv', 'Jerry’s Apartment', 'Michigan', 'Monk’s Café', 'Yankee Stadium', 'J. Peterman', 'Queens', 'VERMONT', 'CONNECTICUT', 'MASSACHUSETTS', 'NEW YORK', 'MICHIGAN', 'MARYLAND', 'CUBA', 'Elaine’s Apartment', 'Newman’s Apartment', 'Michigan', 'Kramer’s Apartment', 'Michigan', 'MICHIGAN', 'OHIO', 'OHIO', 'Michigan', 'TENNESSEE', '525 E. 68th St']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'SWEDEN', 'NEW YORK', '1125 Park Ave', 'The Chicken Roaster', 'George’s Apartment']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'NEW JERSEY', 'CHINA', 'China', 'NEW YORK', 'Yankee Stadium', 'ILLINOIS', 'George’s Apartment', 'Central Park', 'CALIFORNIA']"
"['The Improv', 'Jerry’s Apartment', 'J. Peterman', 'Monk’s Café', 'CALIFORNIA', 'MARYLAND', 'Queens', 'Mexico', 'MEXICO', 'J. Peterman', 'AFRICA', 'The Chicken Roaster', 'George’s Apartment', 'Del Boca Vista', 'Long Island']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Elaine’s Apartment', 'Long Island', 'Long Island', 'The Hamptons', 'Newman’s Apartment']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'NEW YORK', 'GREECE', 'George’s Apartment', 'FRANCE', 'Jerry’s Apartment']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Greenwich Village', 'J. Peterman', 'Central Park', 'HAWAII', 'Yankee Stadium', 'FRANCE']"
"['The Improv', 'Monk’s Café', 'Jerry’s Apartment', 'Central Park', 'UNITED KINGDOM', 'GERMANY', 'Kramer’s Apartment', 'Elaine’s Apartment', 'NETHERLANDS']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'J. Peterman', 'FLORIDA', 'Yankee Stadium', 'Costanza House', 'SOUTH KOREA', 'TEXAS', 'Kramer’s Apartment', 'ARIZONA']"
"['Japanese', 'The Improv', 'Jerry’s Apartment', 'Japanese', 'Monk’s Café', 'Japanese', 'Kramer’s Apartment', 'Japanese', 'JAPAN', 'George’s Apartment', 'Japanese', '30 Rockefeller Pl', 'Japanese', 'Japanese', 'Japanese', 'JAPAN', 'Yankee Stadium', 'Japanese']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Queens', 'JAPAN', 'Kramer’s Apartment', 'Elaine’s Apartment', 'J. Peterman', '1125 Park Ave', 'RUSSIA', 'Central Park', 'MASSACHUSETTS', 'J. Peterman']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'SOUTH AMERICA', 'George’s Apartment', 'OHIO', 'Brooklyn', 'Bronx', 'Kramer’s Apartment', 'Elaine’s Apartment', 'Kramer’s Apartment', 'Yankee Stadium', 'Monk’s Café', '1120 Sixth Ave.', 'GREECE', 'MEXICO']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Newman’s Apartment', 'MASSACHUSETTS', 'HAWAII', 'Central Park']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Bronx', 'NEW YORK', 'Kramer’s Apartment', 'Queens', 'Elaine’s Apartment', 'Del Boca Vista', 'MEXICO', 'George’s Apartment', 'NEW YORK']"
"['Florida', 'J. Peterman', 'The Improv', 'Jerry’s Apartment', 'Florida', 'Monk’s Café', 'J. Peterman', 'Kramer’s Apartment', '1000 Third Ave', 'Brooklyn', 'J. Peterman', 'NEW JERSEY', 'Costanza House', 'Pines Of Mar Gables', 'FLORIDA', 'FLORIDA', 'NEW JERSEY', 'GERMANY', 'FLORIDA', 'Del Boca Vista', '237 W. 72nd St']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Yankee Stadium', '24 E. 13th St', 'Kramer’s Apartment', '1120 Sixth Ave.', 'Elaine’s Apartment', 'CANADA', 'J. Peterman', 'OHIO', 'OHIO', '1000 Tenth Ave', 'Queens']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'ITALY', 'J. Peterman', 'VERMONT', '1000 Third Ave', 'Queens', 'Newman’s Apartment', 'FRANCE', 'NEVADA']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'JAPAN', 'J. Peterman', 'George’s Apartment', 'Costanza House', '4 Pennsylvania Pl']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Elaine’s Apartment', 'Mexico', 'Mexico', 'MEXICO', 'Mexico']"
"['Cubans', 'Florida', 'The Improv', 'Jerry’s Apartment', 'Cubans', 'Del Boca Vista', 'Monk’s Café', 'Del Boca Vista', '2310 Broadway', 'CUBA', 'George’s Apartment', 'Cubans', 'Cubans', 'Cubans', 'J. Peterman', '525 E. 68th St', 'Cubans', 'Cubans', 'UNITED KINGDOM']"
"['The Improv', 'Jerry’s Apartment', 'Monk’s Café', 'Yankee Stadium', 'Central Park', 'Elaine’s Apartment', 'Brooklyn', 'Queens', 'Brooklyn']"
